gene,mean_score,max_score,n_links,is_deg,is_metabolic,is_trained,category
NCLN_distal,-0.1448,-0.1448,1,FALSE,FALSE,FALSE,Background
PIAS4,-0.106656140350877,0.4677,57,FALSE,FALSE,FALSE,Background
ZBTB7A_distal;AC016586.1_distal,0.112317808219178,0.6885,219,FALSE,FALSE,FALSE,Background
MATK_distal,0.0418473684210526,0.5752,38,FALSE,FALSE,FALSE,Background
ZBTB7A,-0.0902810810810811,0.5195,111,TRUE,FALSE,FALSE,Other DEG
MAP2K2_distal,-0.110950314465409,0.5687,159,FALSE,FALSE,FALSE,Background
FZR1_distal,0.0333285714285714,0.3527,14,FALSE,FALSE,FALSE,Background
ZFR2_distal,0.14765,0.4443,6,FALSE,FALSE,FALSE,Background
EBI3,0.314285714285714,0.4053,7,FALSE,FALSE,FALSE,Background
CACTIN_distal,0.0102782608695652,0.4179,23,FALSE,FALSE,FALSE,Background
HMG20B,0.05408,0.3121,15,TRUE,FALSE,FALSE,Other DEG
EEF2,-0.118101041666667,0.4142,96,TRUE,FALSE,FALSE,Other DEG
EEF2_distal,-0.117257608695652,0.4414,92,FALSE,FALSE,FALSE,Background
YJU2_distal;SHD_distal,-0.101638095238095,0.4048,21,FALSE,FALSE,FALSE,Background
TMIGD2,-0.119784821428571,0.494,112,FALSE,FALSE,FALSE,Background
SIRT6_distal,-0.175997619047619,0.3837,42,FALSE,FALSE,FALSE,Background
FSD1,-0.180852631578947,0.4343,38,FALSE,FALSE,FALSE,Background
STAP2_distal,-0.151939285714286,0.4899,56,FALSE,FALSE,FALSE,Background
SH3GL1_distal;AC007292.1_distal,-0.0879191011235955,0.5938,178,FALSE,FALSE,FALSE,Background
TMIGD2_distal,0.305533333333333,0.7752,9,FALSE,FALSE,FALSE,Background
LRG1,0.227656,0.7131,50,FALSE,FALSE,FALSE,Background
LRG1_distal,0.235038095238095,0.6677,42,FALSE,FALSE,FALSE,Background
LRG1_distal;SEMA6B_distal,0.223904651162791,0.6671,43,FALSE,FALSE,FALSE,Background
SEMA6B_distal,0.196453142857143,0.6739,175,FALSE,FALSE,FALSE,Background
TNFAIP8L1_distal,0.11312,0.6264,90,FALSE,FALSE,FALSE,Background
MAP2K2,-0.166253968253968,0.3418,63,FALSE,FALSE,FALSE,Background
AC104521.1_distal;MPND,-0.218447222222222,0.3559,36,FALSE,FALSE,FALSE,Background
SH3GL1,-0.0717714285714286,0.31,42,FALSE,FALSE,FALSE,Background
AC011498.3;CHAF1A_distal,0.249894791666667,0.6491,96,FALSE,FALSE,FALSE,Background
UBXN6;AC011498.1_distal,-0.27404,-0.2546,10,FALSE,FALSE,FALSE,Background
PLIN4_distal;PLIN5_distal,0.2833,0.4124,26,FALSE,FALSE,FALSE,Background
PLIN5,0.299835714285714,0.4444,28,FALSE,FALSE,FALSE,Background
SEMA6B_distal;LRG1_distal,0.265862068965517,0.3553,29,FALSE,FALSE,FALSE,Background
SEMA6B,0.210421951219512,0.6199,41,FALSE,FALSE,FALSE,Background
MIR7-3HG_distal,0.115677777777778,0.4496,27,FALSE,FALSE,FALSE,Background
MIR7-3HG,-0.12025,0.3068,8,FALSE,FALSE,FALSE,Background
TICAM1_distal,0.0482575221238938,0.661,113,FALSE,FALSE,FALSE,Background
PIAS4_distal,0.191,0.2286,2,FALSE,FALSE,FALSE,Background
FSD1_distal,0.176516666666667,0.2856,6,FALSE,FALSE,FALSE,Background
TICAM1,0.03975,0.5276,40,FALSE,FALSE,FALSE,Background
AC027319.1_distal;PLIN3_distal,-0.00946538461538463,0.4945,26,FALSE,FALSE,FALSE,Background
HDGFL2,-0.215293333333333,0.2434,15,TRUE,FALSE,FALSE,Other DEG
PLIN3,-0.0170133333333333,0.5275,45,FALSE,FALSE,FALSE,Background
PLIN3_distal,-0.0430818181818182,0.6026,33,FALSE,FALSE,FALSE,Background
ARRDC5_distal,-0.0704411764705882,0.4164,17,FALSE,FALSE,FALSE,Background
CREB3L3,-0.0299333333333333,0.2827,9,FALSE,FALSE,FALSE,Background
AC027319.1,0.0525583333333333,0.3913,12,FALSE,FALSE,FALSE,Background
UHRF1,0.0928129032258065,0.4321,31,FALSE,FALSE,FALSE,Background
UHRF1_distal,0.00619210526315789,0.3333,38,FALSE,FALSE,FALSE,Background
KDM4B_distal;UHRF1_distal,-0.00955,0.4436,14,FALSE,FALSE,FALSE,Background
KDM4B_distal,-0.106213043478261,0.6744,46,FALSE,FALSE,FALSE,Background
AC022517.1_distal;KDM4B_distal,0.104325,0.7021,56,FALSE,FALSE,FALSE,Background
AC022517.1,0.0463034482758621,0.5604,29,FALSE,FALSE,FALSE,Background
AC005790.1,-0.00597187499999999,0.471,32,FALSE,FALSE,FALSE,Background
SAFB2;SAFB,0.000528301886792444,0.5154,53,FALSE,FALSE,FALSE,Background
SAFB_distal,-0.0100956521739131,0.558,69,FALSE,FALSE,FALSE,Background
DPP9_distal,0.22498,0.5244,5,FALSE,FALSE,FALSE,Background
NRTN_distal,-0.0402957446808511,0.4773,47,FALSE,FALSE,FALSE,Background
RPL36,-0.0187060240963855,0.5877,83,TRUE,FALSE,FALSE,Other DEG
DUS3L_distal,-0.0296511627906977,0.5036,129,FALSE,FALSE,FALSE,Background
RANBP3_distal,0.0191454545454546,0.7278,242,FALSE,FALSE,FALSE,Background
AC005790.1_distal,0.0439115384615384,0.6389,26,FALSE,FALSE,FALSE,Background
HSD11B1L_distal;RPL36_distal,0.0356605263157895,0.4251,38,FALSE,FALSE,FALSE,Background
AC011444.1;RANBP3,-0.0496090909090909,0.4322,44,FALSE,FALSE,FALSE,Background
RFX2_distal,0.10770641025641,0.7606,78,FALSE,FALSE,FALSE,Background
RFX2_distal;AC011444.2_distal,0.0782941391941392,0.6511,273,FALSE,FALSE,FALSE,Background
RFX2_distal;AC011444.2,0.0686779220779221,0.6738,77,FALSE,FALSE,FALSE,Background
RFX2_distal;AC011444.3_distal,0.039812037037037,0.5221,108,FALSE,FALSE,FALSE,Background
ACSBG2_distal,0.0441363636363637,0.4761,33,FALSE,FALSE,FALSE,Background
AC011471.2_distal,-0.0385967213114754,0.5551,61,FALSE,FALSE,FALSE,Background
MLLT1_distal;AC011471.2_distal,0.0807592592592593,0.4457,81,FALSE,FALSE,FALSE,Background
MLLT1_distal,0.0584636363636364,0.5987,66,FALSE,FALSE,FALSE,Background
DUS3L,-0.048395,0.3509,20,FALSE,FALSE,FALSE,Background
LONP1;CATSPERD,-0.0509238095238095,0.3841,21,FALSE,FALSE,FALSE,Background
MLLT1,-0.09832,0.3936,30,FALSE,FALSE,FALSE,Background
CLPP;AC011491.3_distal,-0.104995,0.4036,40,FALSE,FALSE,FALSE,Background
AC011491.3;CLPP_distal,-0.113911764705882,0.5458,51,FALSE,FALSE,FALSE,Background
SLC25A23,-0.120683529411765,0.6996,85,FALSE,FALSE,FALSE,Background
AC010503.2_distal;AC010503.1_distal,0.264546666666667,0.4634,15,FALSE,FALSE,FALSE,Background
TUBB4A_distal,0.103326923076923,0.6582,156,FALSE,FALSE,FALSE,Background
TUBB4A,-0.0539815789473684,0.3206,38,FALSE,FALSE,FALSE,Background
TNFSF9_distal,0.0774816753926702,0.6361,191,FALSE,FALSE,FALSE,Background
CD70_distal,0.145968636363636,0.6126,220,FALSE,FALSE,FALSE,Background
CD70,-0.0182194444444444,0.4434,36,FALSE,FALSE,FALSE,Background
FUT5_distal,0.329166666666667,0.4431,3,FALSE,FALSE,FALSE,Background
TNFSF14_distal,0.0239803797468355,0.4703,158,FALSE,FALSE,FALSE,Background
TNFSF14,-0.0924425531914894,0.6549,47,FALSE,FALSE,FALSE,Background
CRB3,-0.09310625,0.5344,48,FALSE,FALSE,FALSE,Background
C3_distal;TNFSF14_distal,0.116528,0.3641,25,FALSE,FALSE,FALSE,Background
TNFSF14_distal;C3_distal,0.164118518518518,0.4316,54,FALSE,FALSE,FALSE,Background
C3,0.194757333333333,0.6368,75,FALSE,FALSE,FALSE,Background
C3_distal,0.206385555555556,0.5284,90,FALSE,FALSE,FALSE,Background
TRIP10,-0.155543243243243,0.3662,37,FALSE,FALSE,FALSE,Background
SH2D3A,-0.225796478873239,0.6425,142,FALSE,FALSE,FALSE,Background
VAV1,-0.204237931034483,0.3168,29,TRUE,FALSE,FALSE,Other DEG
VAV1_distal,0.0899409302325581,0.5072,215,FALSE,FALSE,FALSE,Background
ADGRE1_distal,0.0102140845070423,0.4943,213,FALSE,FALSE,FALSE,Background
ADGRE1,0.199866037735849,0.6218,159,TRUE,FALSE,FALSE,Other DEG
GPR108_distal,0.0631833333333333,0.241,6,FALSE,FALSE,FALSE,Background
GTF2F1,-0.11641875,0.2931,16,FALSE,FALSE,FALSE,Background
TRIP10;GPR108,-0.260325,-0.2291,8,FALSE,FALSE,FALSE,Background
AC025278.1_distal,0.192682096069869,0.686,229,FALSE,FALSE,FALSE,Background
MBD3L2B_distal,0.188003401360544,0.455,147,FALSE,FALSE,FALSE,Background
MBD3L3_distal,-0.0761,0.1838,3,FALSE,FALSE,FALSE,Background
ZNF557_distal,0.1691875,0.3704,24,FALSE,FALSE,FALSE,Background
ZNF557_distal;INSR_distal,0.183133333333333,0.6665,78,FALSE,FALSE,FALSE,Background
INSR_distal,0.100284729064039,0.6536,406,FALSE,FALSE,FALSE,Background
INSR,0.132602521008403,0.7645,119,FALSE,FALSE,FALSE,Background
AC119396.1_distal,0.0326470238095238,0.6347,168,FALSE,FALSE,FALSE,Background
AC119396.1,-0.0173666666666667,0.6041,60,FALSE,FALSE,FALSE,Background
ARHGEF18;AC119396.2,-0.111567647058823,0.421,34,FALSE,FALSE,FALSE,Background
AC119396.2_distal,-0.07972,0.2915,15,FALSE,FALSE,FALSE,Background
ARHGEF18_distal,0.105395,0.315,20,FALSE,FALSE,FALSE,Background
PEX11G_distal,0.0954534031413612,0.7535,191,FALSE,FALSE,FALSE,Background
TEX45_distal,0.112909677419355,0.5598,62,FALSE,FALSE,FALSE,Background
TEX45_distal;ZNF358_distal,0.125838709677419,0.6575,62,FALSE,FALSE,FALSE,Background
MCOLN1_distal,0.104696428571429,0.5596,56,FALSE,FALSE,FALSE,Background
PNPLA6;MCOLN1_distal,-0.0751545454545455,0.5039,55,FALSE,FALSE,FALSE,Background
PNPLA6_distal,0.0960892086330935,0.769,139,FALSE,FALSE,FALSE,Background
AC119396.1_distal;AC119396.2_distal,-0.00192,0.1931,5,FALSE,FALSE,FALSE,Background
PNPLA6,0.0192506493506494,0.5331,77,TRUE,FALSE,FALSE,Other DEG
CAMSAP3_distal,0.131758333333333,0.504,84,FALSE,FALSE,FALSE,Background
CAMSAP3,-0.0344863636363636,0.3535,22,FALSE,FALSE,FALSE,Background
AC008763.1;STXBP2,-0.0865517857142857,0.5199,56,FALSE,FALSE,FALSE,Background
STXBP2_distal,0.103629347826087,0.8167,184,FALSE,FALSE,FALSE,Background
RETN_distal,0.106598113207547,0.4722,53,FALSE,FALSE,FALSE,Background
MCEMP1_distal,0.0727524590163934,0.8041,122,FALSE,FALSE,FALSE,Background
MCEMP1,0.0886674157303371,0.5506,89,TRUE,FALSE,FALSE,Other DEG
TRIP10_distal,0.330883333333333,0.4038,6,FALSE,FALSE,FALSE,Background
FCER2_distal,0.0758438596491228,0.574,114,FALSE,FALSE,FALSE,Background
CD209_distal,0.0562204545454546,0.5786,44,FALSE,FALSE,FALSE,Background
STXBP2,0.112006557377049,0.6674,122,TRUE,FALSE,FALSE,Other DEG
CLEC4G_distal,0.0727546296296296,0.6633,108,FALSE,FALSE,FALSE,Background
CD209,0.0549972222222222,0.4762,36,FALSE,FALSE,FALSE,Background
CLEC4M_distal,0.0727120481927711,0.5959,83,FALSE,FALSE,FALSE,Background
EVI5L_distal,0.0351857142857143,0.4538,42,FALSE,FALSE,FALSE,Background
AC010336.3;PRR36_distal,-0.0399274193548387,0.6941,62,FALSE,FALSE,FALSE,Background
PRR36,-0.0725827586206897,0.3615,29,FALSE,FALSE,FALSE,Background
MAP2K7;AC010336.1,-0.0780684210526316,0.4548,38,FALSE,FALSE,FALSE,Background
TGFBR3L_distal;AC010336.2_distal,-0.111654545454545,0.3552,22,FALSE,FALSE,FALSE,Background
AC010336.5;CTXN1_distal,-0.0165083333333333,0.3677,24,FALSE,FALSE,FALSE,Background
CCL25_distal,0.067346,0.6443,50,FALSE,FALSE,FALSE,Background
CERS4_distal,-0.0886957446808511,0.474,47,FALSE,FALSE,FALSE,Background
ZNF358,0.2866,0.2866,1,FALSE,FALSE,FALSE,Background
CERS4,-0.140532894736842,0.6112,76,FALSE,FALSE,FALSE,Background
FCER2,0.0760208955223881,0.771,67,FALSE,FALSE,FALSE,Background
AC010336.3_distal;EVI5L_distal,-0.055869696969697,0.422,33,FALSE,FALSE,FALSE,Background
TGFBR3L_distal,-0.1462375,0.354,16,FALSE,FALSE,FALSE,Background
AC010336.5;CTXN1,-0.0500272727272727,0.3096,11,FALSE,FALSE,FALSE,Background
CCL25_distal;FBN3_distal,0.0856,0.2784,13,FALSE,FALSE,FALSE,Background
CERS4_distal;AC022146.2_distal,0.0981666666666667,0.4482,24,FALSE,FALSE,FALSE,Background
AC022146.2_distal,-0.215510714285714,0.4057,28,FALSE,FALSE,FALSE,Background
CD320,-0.144274193548387,0.5076,62,FALSE,FALSE,FALSE,Background
TRAPPC5_distal;MCEMP1_distal,-0.128546153846154,0.3573,13,FALSE,FALSE,FALSE,Background
KANK3,-0.0995777777777777,0.5408,72,FALSE,FALSE,FALSE,Background
ANGPTL4,-0.0779851851851852,0.3832,27,FALSE,FALSE,FALSE,Background
AC136469.1_distal;MARCH2_distal,0.182778125,0.758,32,FALSE,FALSE,FALSE,Background
NDUFA7;RPS28,-0.2786,-0.2597,2,FALSE,FALSE,FALSE,Background
ANGPTL4_distal,0.252807142857143,0.3756,14,FALSE,FALSE,FALSE,Background
RAB11B_distal;RAB11B-AS1_distal,0.158842105263158,0.4154,19,FALSE,FALSE,FALSE,Background
RAB11B_distal;RAB11B-AS1,0.175236842105263,0.4008,19,FALSE,FALSE,FALSE,Background
HNRNPM,-0.144303703703704,0.3181,27,TRUE,FALSE,FALSE,Other DEG
PRAM1_distal;HNRNPM_distal,0.102763333333333,0.7065,60,FALSE,FALSE,FALSE,Background
PRAM1_distal,0.130607894736842,0.5403,38,FALSE,FALSE,FALSE,Background
PRAM1,0.155,0.818,60,FALSE,FALSE,FALSE,Background
ELAVL1,0.2639,0.2639,1,FALSE,FALSE,FALSE,Background
CERS4_distal;AC022146.2,0.320575,0.4032,4,FALSE,FALSE,FALSE,Background
ZNF414_distal;MYO1F_distal,0.195528571428571,0.3446,7,FALSE,FALSE,FALSE,Background
MYO1F_distal;AC092316.1_distal,0.0960619047619048,0.6211,21,FALSE,FALSE,FALSE,Background
MYO1F_distal,0.139278378378378,0.6654,74,FALSE,FALSE,FALSE,Background
MYO1F,0.070344,0.7076,25,TRUE,FALSE,FALSE,Other DEG
ZNF414_distal,0.2552,0.3433,4,FALSE,FALSE,FALSE,Background
ADAMTS10,-0.000297222222222219,0.5781,36,FALSE,FALSE,FALSE,Background
LINC01862_distal,-0.069730612244898,0.6024,49,FALSE,FALSE,FALSE,Background
ACTL9_distal,-0.0753333333333333,0.2436,3,FALSE,FALSE,FALSE,Background
ZNF559,0.0928014925373134,0.4954,67,FALSE,FALSE,FALSE,Background
ZNF317_distal,0.27065,0.3168,2,FALSE,FALSE,FALSE,Background
ZNF266,0.0552196721311476,0.487,61,FALSE,FALSE,FALSE,Background
ZNF561-AS1;ZNF561,0.0796836734693878,0.4341,49,FALSE,FALSE,FALSE,Background
OLFM2,-0.00524242424242425,0.5688,99,FALSE,FALSE,FALSE,Background
OLFM2_distal,-0.0146332191780822,0.5354,292,FALSE,FALSE,FALSE,Background
PPAN_distal,0.00461075268817204,0.5958,93,FALSE,FALSE,FALSE,Background
ANGPTL6,0.109304054054054,0.6688,74,FALSE,FALSE,FALSE,Background
PPAN_distal;P2RY11,0.29987,0.3987,10,FALSE,FALSE,FALSE,Background
AC008752.1_distal,0.0266219512195122,0.4356,82,FALSE,FALSE,FALSE,Background
P2RY11_distal,0.0591815217391304,0.5768,92,FALSE,FALSE,FALSE,Background
AC008752.1,0.028787037037037,0.4553,54,FALSE,FALSE,FALSE,Background
EIF3G_distal,0.0506,0.6855,86,FALSE,FALSE,FALSE,Background
EIF3G_distal;DNMT1_distal,-0.0605928571428572,0.5286,70,FALSE,FALSE,FALSE,Background
DNMT1_distal,0.0817695652173913,0.4394,115,FALSE,FALSE,FALSE,Background
S1PR2,-0.0774787234042553,0.3714,47,FALSE,FALSE,FALSE,Background
FBXL12_distal,0.0342436363636364,0.5581,55,FALSE,FALSE,FALSE,Background
FBXL12,0.0703642857142857,0.3917,42,FALSE,FALSE,FALSE,Background
SHFL,0.00921406249999999,0.4654,64,FALSE,FALSE,FALSE,Background
S1PR2_distal,-0.00460537634408602,0.3937,93,FALSE,FALSE,FALSE,Background
ICAM1;AC011511.2_distal,0.0975476635514019,0.4828,107,FALSE,FALSE,FALSE,Background
AC011451.1_distal,0.0337142857142857,0.359,7,FALSE,FALSE,FALSE,Background
FBXL12;UBL5,0.00178260869565217,0.3354,23,FALSE,FALSE,FALSE,Background
AC008752.2;PIN1,0.0208,0.3256,15,FALSE,FALSE,FALSE,Background
DNMT1,-0.0642328125,0.4195,64,FALSE,FALSE,FALSE,Background
AC011511.5,-0.0168171428571429,0.4043,35,FALSE,FALSE,FALSE,Background
ZGLP1_distal,0.0688837837837838,0.5696,111,FALSE,FALSE,FALSE,Background
AC114271.1;ICAM3_distal;RAVER1,-0.0894929824561404,0.4288,57,FALSE,FALSE,FALSE,Background
AC008759.3_distal,0.269366666666667,0.3227,3,FALSE,FALSE,FALSE,Background
ICAM5_distal,0.142696,0.3855,25,FALSE,FALSE,FALSE,Background
ICAM3_distal,0.124072289156627,0.7612,83,FALSE,FALSE,FALSE,Background
TYK2_distal,0.111135862068966,0.6154,145,FALSE,FALSE,FALSE,Background
CDC37_distal,0.25135625,0.4328,16,FALSE,FALSE,FALSE,Background
PDE4A_distal,0.0898545454545454,0.7033,231,FALSE,FALSE,FALSE,Background
PDE4A,0.0678222222222222,0.4351,99,FALSE,FALSE,FALSE,Background
KEAP1_distal,0.345983333333333,0.4002,6,FALSE,FALSE,FALSE,Background
S1PR5_distal,0.0121066666666667,0.7264,60,FALSE,FALSE,FALSE,Background
S1PR5,0.0603511363636364,0.8117,88,FALSE,FALSE,FALSE,Background
AC011461.1_distal,-0.0275651515151515,0.4753,66,FALSE,FALSE,FALSE,Background
KRI1_distal;ATG4D_distal,-0.128524561403509,0.4983,57,FALSE,FALSE,FALSE,Background
ATG4D,-0.0935111111111111,0.387,45,FALSE,FALSE,FALSE,Background
SLC44A2,-0.188544303797468,0.4758,79,TRUE,FALSE,FALSE,Other DEG
SLC44A2_distal,-0.0742633333333333,0.5853,120,FALSE,FALSE,FALSE,Background
AP1M2_distal,0.178753846153846,0.4108,39,FALSE,FALSE,FALSE,Background
ILF3;ILF3-DT,-0.201297222222222,0.3216,36,FALSE,FALSE,FALSE,Background
RAVER1_distal;FDX2,-0.149414285714286,0.3096,21,FALSE,FALSE,FALSE,Background
ICAM3_distal;RAVER1_distal;AC114271.1_distal,0.225914285714286,0.3139,14,FALSE,FALSE,FALSE,Background
DNM2_distal,-0.0330858208955224,0.5231,134,FALSE,FALSE,FALSE,Background
DNM2_distal;TMED1_distal,0.15974025974026,0.6582,231,FALSE,FALSE,FALSE,Background
TMED1_distal;DNM2_distal,0.204023529411765,0.6613,51,FALSE,FALSE,FALSE,Background
TMED1,0.20025,0.323,14,TRUE,FALSE,FALSE,Other DEG
CARM1_distal;C19orf38_distal,0.160464788732394,0.6344,71,FALSE,FALSE,FALSE,Background
SMARCA4_distal,-0.136035897435897,0.3801,39,FALSE,FALSE,FALSE,Background
CDKN2D,-0.17141,0.3905,30,FALSE,FALSE,FALSE,Background
QTRT1_distal,0.223229411764706,0.3137,17,FALSE,FALSE,FALSE,Background
C19orf38,0.2147,0.6038,66,FALSE,FALSE,FALSE,Background
CARM1_distal,0.203053333333333,0.5014,30,FALSE,FALSE,FALSE,Background
YIPF2;TIMM29,-0.159761290322581,0.4009,31,FALSE,FALSE,FALSE,Background
SMARCA4,-0.291122222222222,0.3111,18,FALSE,FALSE,FALSE,Background
LDLR_distal,0.102047967479675,0.7203,123,FALSE,FALSE,FALSE,Background
LDLR,0.0748777777777777,0.6885,36,FALSE,FALSE,FALSE,Background
ATG4D_distal,0.179615,0.2964,20,FALSE,FALSE,FALSE,Background
KANK2,0.131473333333333,0.3604,15,FALSE,FALSE,FALSE,Background
DOCK6_distal;ANGPTL8_distal,0.18974,0.3696,10,FALSE,FALSE,FALSE,Background
TSPAN16_distal,0.102967901234568,0.7271,81,FALSE,FALSE,FALSE,Background
ILF3-DT_distal;SLC44A2_distal,-0.244991666666667,0.2726,12,FALSE,FALSE,FALSE,Background
SPC24_distal,0.234888888888889,0.2971,9,FALSE,FALSE,FALSE,Background
AC011472.3_distal;AC011472.2_distal;TSPAN16_distal,0.124623076923077,0.4126,13,FALSE,FALSE,FALSE,Background
TSPAN16_distal;AC011472.3_distal;AC011472.2_distal,0.0602454545454546,0.6859,33,FALSE,FALSE,FALSE,Background
AC011472.3;AC011472.2_distal;TSPAN16_distal,0.166161111111111,0.4165,18,FALSE,FALSE,FALSE,Background
AC011472.2_distal;RAB3D_distal;TSPAN16_distal;AC011472.3,0.0599807692307692,0.5704,26,FALSE,FALSE,FALSE,Background
AC011472.3_distal;AC011472.2;TSPAN16_distal;RAB3D_distal,0.00558888888888888,0.7183,36,FALSE,FALSE,FALSE,Background
AC011472.1;DOCK6_distal,0.261,0.283,2,FALSE,FALSE,FALSE,Background
PLPPR2,-0.191410714285714,0.3025,28,FALSE,FALSE,FALSE,Background
ACP5_distal,0.184431818181818,0.568,22,FALSE,FALSE,FALSE,Background
SMARCA4_distal;AC011442.1_distal,0.27956875,0.4597,16,FALSE,FALSE,FALSE,Background
KANK2_distal,0.34155,0.4793,10,FALSE,FALSE,FALSE,Background
RGL3,0.270785714285714,0.3593,7,FALSE,FALSE,FALSE,Background
PRKCSH_distal,0.33764,0.6342,10,FALSE,FALSE,FALSE,Background
CCDC151_distal;RGL3_distal,0.275371428571429,0.5346,7,FALSE,FALSE,FALSE,Background
EPOR_distal,0.225622222222222,0.3483,9,FALSE,FALSE,FALSE,Background
ACP5,0.3008,0.4075,7,TRUE,FALSE,FALSE,Other DEG
AC008543.1_distal,0.294214285714286,0.4478,14,FALSE,FALSE,FALSE,Background
ZNF439,0.228614634146342,0.4994,41,FALSE,FALSE,FALSE,Background
ZNF823,0.0836666666666667,0.3342,9,FALSE,FALSE,FALSE,Background
ELOF1_distal,0.0692933333333334,0.6109,15,FALSE,FALSE,FALSE,Background
ZNF844_distal,-0.086175,0.38,16,FALSE,FALSE,FALSE,Background
ZNF136_distal,0.107927777777778,0.4645,36,FALSE,FALSE,FALSE,Background
ZNF44_distal,0.0737608695652174,0.5539,46,FALSE,FALSE,FALSE,Background
ZNF844,-0.0344190476190476,0.4168,21,FALSE,FALSE,FALSE,Background
ZNF700,0.0959153846153846,0.3567,13,FALSE,FALSE,FALSE,Background
ZNF763_distal,-0.0118714285714286,0.3416,14,FALSE,FALSE,FALSE,Background
ZNF563,0.0383833333333333,0.5331,60,FALSE,FALSE,FALSE,Background
ZNF563_distal;ZNF442_distal,0.1794,0.2014,2,FALSE,FALSE,FALSE,Background
ZNF709,-0.0464371428571429,0.4053,35,FALSE,FALSE,FALSE,Background
AC010422.1_distal,0.166642857142857,0.6222,21,FALSE,FALSE,FALSE,Background
AC008543.3_distal,0.1936,0.3455,5,FALSE,FALSE,FALSE,Background
ZNF823_distal,0.18385,0.4362,6,FALSE,FALSE,FALSE,Background
ZNF433-AS1_distal,-0.082,0.2725,3,FALSE,FALSE,FALSE,Background
ZNF625_distal,0.04623,0.281,10,FALSE,FALSE,FALSE,Background
ZNF709_distal,0.0191785714285714,0.5821,42,FALSE,FALSE,FALSE,Background
ZNF791_distal,-0.0334372093023256,0.447,43,FALSE,FALSE,FALSE,Background
MAN2B1_distal,0.045,0.5008,46,FALSE,FALSE,FALSE,Background
AC018761.3_distal,0.0235815789473684,0.5358,38,FALSE,FALSE,FALSE,Background
HOOK2_distal,-0.00841363636363638,0.4058,22,FALSE,FALSE,FALSE,Background
AC018761.3,-0.0696857142857143,0.6413,49,FALSE,FALSE,FALSE,Background
JUNB,-0.0902085106382979,0.5547,47,FALSE,FALSE,FALSE,Background
JUNB_distal,-0.0779882352941177,0.3332,17,FALSE,FALSE,FALSE,Background
THSD8;AC018761.2_distal;PRDX2,-0.0413045454545455,0.3873,22,FALSE,FALSE,FALSE,Background
AC020934.2_distal;DNASE2_distal,0.0725340909090909,0.585,44,FALSE,FALSE,FALSE,Background
KLF1_distal,-0.192096428571429,0.3585,28,FALSE,FALSE,FALSE,Background
GCDH_distal;SYCE2_distal,0.2874,0.2874,1,FALSE,FALSE,FALSE,Background
DHPS,-0.144234782608696,0.348,23,FALSE,FALSE,FALSE,Background
GADD45GIP1_distal;RAD23A_distal,0.175428,0.4353,25,FALSE,FALSE,FALSE,Background
GADD45GIP1,-0.14118,0.3568,45,TRUE,FALSE,FALSE,Other DEG
NFIX_distal,0.188971428571429,0.8178,28,FALSE,FALSE,FALSE,Background
STX10_distal,0.0912752808988764,0.6025,89,FALSE,FALSE,FALSE,Background
ZNF442,0.00615,0.3269,4,FALSE,FALSE,FALSE,Background
MAST1_distal;AC020934.2_distal,-0.201316666666667,0.2799,12,FALSE,FALSE,FALSE,Background
NFIX_distal;LYL1_distal,-0.07188,0.446,10,FALSE,FALSE,FALSE,Background
LYL1,0.0177430769230769,0.5402,65,TRUE,FALSE,FALSE,Other DEG
LYL1_distal;TRMT1_distal,-0.011695,0.5701,20,FALSE,FALSE,FALSE,Background
AC011446.2_distal,-0.00258390804597699,0.6068,87,FALSE,FALSE,FALSE,Background
CACNA1A_distal;AC011446.2_distal,-0.00567209302325581,0.4374,86,FALSE,FALSE,FALSE,Background
NACC1,-0.0821958333333333,0.3453,24,TRUE,FALSE,FALSE,Other DEG
IER2;AC011446.3_distal,0.1196,0.3504,13,FALSE,FALSE,FALSE,Background
CACNA1A_distal,0.0587844444444445,0.4484,45,FALSE,FALSE,FALSE,Background
CCDC130_distal,0.0262114754098361,0.4603,61,FALSE,FALSE,FALSE,Background
SYCE2,-0.207346666666667,0.2656,15,FALSE,FALSE,FALSE,Background
RAD23A,-0.1177,0.2547,16,FALSE,FALSE,FALSE,Background
TRMT1,-0.0888,0.2686,6,TRUE,FALSE,FALSE,Other DEG
NACC1_distal;AC005546.1_distal,0.0836294117647059,0.5279,17,FALSE,FALSE,FALSE,Background
MRI1,-0.0508105263157895,0.3018,38,FALSE,FALSE,FALSE,Background
ZSWIM4_distal,-0.000780357142857132,0.5308,56,FALSE,FALSE,FALSE,Background
ZSWIM4_distal;AC020916.1_distal,0.0769798780487805,0.7853,164,FALSE,FALSE,FALSE,Background
AC020916.1_distal,0.068678947368421,0.6601,247,FALSE,FALSE,FALSE,Background
AC020916.1,0.0685917293233083,0.7393,133,FALSE,FALSE,FALSE,Background
ZSWIM4,-0.0228354838709678,0.3432,31,FALSE,FALSE,FALSE,Background
NANOS3_distal,0.0863661290322581,0.5408,62,FALSE,FALSE,FALSE,Background
NANOS3_distal;C19orf57_distal,0.119603846153846,0.7903,52,FALSE,FALSE,FALSE,Background
CC2D1A;C19orf57,-0.0643088235294118,0.5357,68,FALSE,FALSE,FALSE,Background
CC2D1A_distal;PODNL1_distal,0.180355555555556,0.3383,18,FALSE,FALSE,FALSE,Background
