gene,mean_score,max_score,n_links,is_deg,is_metabolic,is_trained,category
LINC01757_distal,-0.133554545454545,0.3579,11,FALSE,FALSE,FALSE,Background
KIF17_distal,0.193541666666667,0.4079,12,FALSE,FALSE,FALSE,Background
HP1BP3,-0.144348648648649,0.362,37,FALSE,FALSE,FALSE,Background
HP1BP3_distal;EIF4G3_distal,0.145802597402597,0.5898,77,FALSE,FALSE,FALSE,Background
EIF4G3_distal,0.116406338028169,0.5798,142,FALSE,FALSE,FALSE,Background
EIF4G3,0.0728891891891892,0.5181,37,FALSE,FALSE,FALSE,Background
VWA5B1_distal;AL020998.1,0.0262,0.3453,4,FALSE,FALSE,FALSE,Background
AL020998.1_distal;VWA5B1_distal,0.080775,0.6035,12,FALSE,FALSE,FALSE,Background
EIF4G3;AL031005.2,-0.0174777777777778,0.3096,18,FALSE,FALSE,FALSE,Background
ECE1_distal;AL031005.1_distal,0.128368085106383,0.6824,47,FALSE,FALSE,FALSE,Background
ECE1_distal,0.0607823529411765,0.7049,102,FALSE,FALSE,FALSE,Background
ECE1_distal;AL031728.1,0.08344,0.4007,35,FALSE,FALSE,FALSE,Background
ECE1_distal;AL031728.1_distal,0.0992605263157895,0.6339,38,FALSE,FALSE,FALSE,Background
ALPL_distal,0.400902985074627,0.7481,67,FALSE,FALSE,FALSE,Background
USP48_distal,0.139082716049383,0.615,81,FALSE,FALSE,FALSE,Background
LDLRAD2_distal,0.123230303030303,0.3601,33,FALSE,FALSE,FALSE,Background
HSPG2_distal;LDLRAD2_distal,0.231766666666667,0.5878,9,FALSE,FALSE,FALSE,Background
HSPG2_distal,0.2984,0.2984,1,FALSE,FALSE,FALSE,Background
ALPL,0.377976923076923,0.5832,13,FALSE,FALSE,FALSE,Background
CDC42-AS1_distal;CDC42_distal,0.172175,0.4863,16,FALSE,FALSE,FALSE,Background
C1QA,0.233716666666667,0.4354,18,TRUE,FALSE,FALSE,Other DEG
USP48,-0.1270875,0.3723,16,FALSE,FALSE,FALSE,Background
CELA3B_distal,-0.04764,0.3962,15,FALSE,FALSE,FALSE,Background
LINC01635_distal,0.124633333333333,0.432,15,FALSE,FALSE,FALSE,Background
LINC01635;CDC42,-0.18570625,0.3823,16,FALSE,FALSE,FALSE,Background
CDC42-AS1_distal;CDC42_distal;LINC00339_distal,-0.235341666666667,0.3408,12,FALSE,FALSE,FALSE,Background
CDC42_distal;CDC42-IT1_distal,0.2072,0.247,2,FALSE,FALSE,FALSE,Background
AL445253.1_distal,-0.14182,0.337,10,FALSE,FALSE,FALSE,Background
WNT4;AL445253.1,-0.2603625,0.2087,8,FALSE,FALSE,FALSE,Background
EPHB2_distal,-0.01339125,0.5016,160,FALSE,FALSE,FALSE,Background
EPHB2,-0.00194324324324327,0.5752,74,FALSE,FALSE,FALSE,Background
AL031428.1_distal;LUZP1_distal,0.0302657894736842,0.4695,38,FALSE,FALSE,FALSE,Background
LUZP1_distal;AL031428.1_distal,-0.0419952380952381,0.4825,21,FALSE,FALSE,FALSE,Background
EPHB2_distal;AL512444.1_distal,-0.0392861111111111,0.514,36,FALSE,FALSE,FALSE,Background
TEX46,-0.0689736842105263,0.3181,19,FALSE,FALSE,FALSE,Background
LUZP1,0.0930581818181818,0.6364,55,FALSE,FALSE,FALSE,Background
LUZP1_distal,0.286728571428572,0.3293,7,FALSE,FALSE,FALSE,Background
LINC01355_distal,-0.00956756756756756,0.551,37,FALSE,FALSE,FALSE,Background
AL109936.2_distal,-0.0589065217391305,0.585,46,FALSE,FALSE,FALSE,Background
TCEA3_distal,-0.0247636363636363,0.6619,77,FALSE,FALSE,FALSE,Background
TCEA3,0.080165,0.5959,80,TRUE,FALSE,FALSE,Other DEG
ASAP3,0.102209090909091,0.5009,55,FALSE,FALSE,FALSE,Background
E2F2_distal,-0.0986655913978495,0.6176,186,FALSE,FALSE,FALSE,Background
E2F2,0.053225,0.3944,40,FALSE,FALSE,FALSE,Background
AL021154.1_distal,0.214347692307692,0.7161,65,FALSE,FALSE,FALSE,Background
TEX46_distal,-0.0216166666666667,0.242,12,FALSE,FALSE,FALSE,Background
HTR1D_distal,0.315083333333333,0.3529,6,FALSE,FALSE,FALSE,Background
ZNF436,0.0525842105263158,0.3186,19,FALSE,FALSE,FALSE,Background
ID3_distal,0.0706036585365854,0.494,82,FALSE,FALSE,FALSE,Background
KDM1A,-0.0713636363636364,0.2715,11,FALSE,FALSE,FALSE,Background
LINC01355,0.0447842105263158,0.404,19,FALSE,FALSE,FALSE,Background
ASAP3_distal,0.0399625,0.3539,16,FALSE,FALSE,FALSE,Background
MDS2_distal;AL450043.1_distal,0.166653627760252,0.7224,317,FALSE,FALSE,FALSE,Background
AL450043.1_distal;MDS2_distal,0.220823664122137,0.6626,131,FALSE,FALSE,FALSE,Background
MDS2_distal,0.345376470588235,0.4884,17,FALSE,FALSE,FALSE,Background
ELOA_distal;ELOA-AS1_distal,0.0803232876712329,0.7513,73,FALSE,FALSE,FALSE,Background
CNR2_distal;AL590609.3_distal,0.0759355769230769,0.6894,104,FALSE,FALSE,FALSE,Background
ELOA;ELOA-AS1_distal,0.0454566666666667,0.4057,30,FALSE,FALSE,FALSE,Background
HMGCL_distal;GALE_distal,-0.0317786885245902,0.433,61,FALSE,FALSE,FALSE,Background
GALE_distal;HMGCL_distal,-0.0148697674418605,0.4463,43,FALSE,FALSE,FALSE,Background
FUCA1,0.0477565217391305,0.5585,46,TRUE,FALSE,FALSE,Other DEG
AL590609.3_distal;CNR2_distal,-0.0436833333333334,0.3924,30,FALSE,FALSE,FALSE,Background
PNRC2,-0.0132857142857143,0.2693,21,TRUE,FALSE,FALSE,Other DEG
CNR2,0.269373076923077,0.8209,26,FALSE,FALSE,FALSE,Background
CNR2_distal,0.000852380952380943,0.4891,42,FALSE,FALSE,FALSE,Background
IFNLR1,0.0555415384615385,0.4939,65,FALSE,FALSE,FALSE,Background
STPG1_distal;GRHL3_distal,-0.05215,0.6469,66,FALSE,FALSE,FALSE,Background
GALE,-0.0553533333333333,0.2849,15,FALSE,FALSE,FALSE,Background
SRSF10,0.0458158536585366,0.5568,82,FALSE,FALSE,FALSE,Background
IFNLR1_distal,-0.064484375,0.5175,64,FALSE,FALSE,FALSE,Background
LINC02800_distal,-0.0388258064516129,0.3932,31,FALSE,FALSE,FALSE,Background
GRHL3_distal,-0.0208090909090909,0.3887,33,FALSE,FALSE,FALSE,Background
GRHL3;AL138902.1_distal,0.2906,0.3262,7,FALSE,FALSE,FALSE,Background
GRHL3_distal;AL138902.1,0.0398227272727273,0.414,22,FALSE,FALSE,FALSE,Background
STPG1_distal,0.0104056603773585,0.6998,106,FALSE,FALSE,FALSE,Background
NIPAL3,0.011298347107438,0.6971,121,FALSE,FALSE,FALSE,Background
NIPAL3_distal,0.0282875,0.4144,32,FALSE,FALSE,FALSE,Background
RCAN3_distal,0.0657785714285715,0.7282,168,FALSE,FALSE,FALSE,Background
RCAN3;RCAN3AS_distal,-0.0148550847457627,0.724,118,FALSE,FALSE,FALSE,Background
RCAN3_distal;RCAN3AS,-0.0183025,0.5472,120,FALSE,FALSE,FALSE,Background
PNRC2_distal,0.0233923076923077,0.3238,13,FALSE,FALSE,FALSE,Background
NCMAP;NCMAP-DT,-0.019745,0.5538,40,FALSE,FALSE,FALSE,Background
NCMAP_distal,0.0589848484848485,0.444,33,FALSE,FALSE,FALSE,Background
SRRM1,0.101089189189189,0.4069,37,FALSE,FALSE,FALSE,Background
AL445648.1_distal,-0.0253859728506788,0.5684,221,FALSE,FALSE,FALSE,Background
CLIC4_distal,-0.102190909090909,0.6524,242,FALSE,FALSE,FALSE,Background
CLIC4,-0.243129411764706,0.5328,51,TRUE,FALSE,FALSE,Other DEG
RCAN3_distal;RCAN3AS_distal,0.33635625,0.4623,16,FALSE,FALSE,FALSE,Background
RUNX3_distal,0.0972963446475196,0.825,383,FALSE,FALSE,FALSE,Background
RUNX3,0.162667741935484,0.779,124,FALSE,FALSE,FALSE,Background
AL445471.2_distal,0.236130508474576,0.6143,177,FALSE,FALSE,FALSE,Background
LINC02793_distal;AL050344.1_distal,0.0511558823529412,0.7001,34,FALSE,FALSE,FALSE,Background
AL050344.1_distal,-0.0324432432432433,0.5454,111,FALSE,FALSE,FALSE,Background
LINC02793_distal,-0.0513962962962963,0.6004,162,FALSE,FALSE,FALSE,Background
AL031432.4_distal,-0.132675,0.5416,48,FALSE,FALSE,FALSE,Background
SRRM1_distal,0.2837,0.299,2,FALSE,FALSE,FALSE,Background
RUNX3_distal;AL445471.1_distal,-0.02906,0.3437,30,FALSE,FALSE,FALSE,Background
AL050344.1,-0.0923411764705883,0.3529,17,FALSE,FALSE,FALSE,Background
AL031432.1_distal,0.266114285714286,0.3181,7,FALSE,FALSE,FALSE,Background
SYF2;AL031432.4,0.104013793103448,0.4019,29,FALSE,FALSE,FALSE,Background
TMEM50A_distal;RHD_distal,-0.0550703703703704,0.3849,27,FALSE,FALSE,FALSE,Background
TMEM50A_distal,-0.0357093023255814,0.3586,43,FALSE,FALSE,FALSE,Background
RHCE_distal,-0.11444,0.4561,35,FALSE,FALSE,FALSE,Background
MACO1_distal,0.223881746031746,0.6187,126,FALSE,FALSE,FALSE,Background
LDLRAP1_distal,0.251060927152318,0.5945,151,FALSE,FALSE,FALSE,Background
LDLRAP1_distal;AL606491.1_distal,0.216295375722543,0.7372,173,FALSE,FALSE,FALSE,Background
AL606491.1_distal,0.211567647058823,0.4078,34,FALSE,FALSE,FALSE,Background
MAN1C1_distal,0.154242105263158,0.5736,228,FALSE,FALSE,FALSE,Background
MAN1C1_distal;AL031280.1_distal,0.145357692307692,0.7177,182,FALSE,FALSE,FALSE,Background
MTFR1L;AL020996.1,0.0592901408450704,0.5272,71,FALSE,FALSE,FALSE,Background
MAN1C1_distal;SELENON_distal,0.0944540372670808,0.7357,161,FALSE,FALSE,FALSE,Background
PAQR7_distal,0.0430942307692308,0.4279,52,FALSE,FALSE,FALSE,Background
STMN1_distal,-0.0254955056179775,0.4244,89,FALSE,FALSE,FALSE,Background
PAFAH2_distal,-0.0114524590163934,0.537,61,FALSE,FALSE,FALSE,Background
EXTL1_distal,-7.2058823529403e-05,0.6559,68,FALSE,FALSE,FALSE,Background
FAM110D_distal,0.0821412371134021,0.6367,97,FALSE,FALSE,FALSE,Background
TMEM50A_distal;RHCE_distal,-0.00378,0.4551,15,FALSE,FALSE,FALSE,Background
LDLRAP1,0.180191111111111,0.8013,90,FALSE,FALSE,FALSE,Background
AL606491.1,0.137613793103448,0.3817,29,FALSE,FALSE,FALSE,Background
SELENON_distal,0.0654679245283019,0.5809,53,FALSE,FALSE,FALSE,Background
AL020996.1;MTFR1L,-0.0375538461538462,0.3801,26,FALSE,FALSE,FALSE,Background
STMN1,0.00715068493150683,0.5221,73,TRUE,FALSE,FALSE,Other DEG
PAFAH2,-0.0175333333333333,0.4551,60,FALSE,FALSE,FALSE,Background
PDIK1L_distal,0.00359166666666667,0.5339,108,FALSE,FALSE,FALSE,Background
ZNF593;AL391650.1_distal,0.0547113636363636,0.4314,44,FALSE,FALSE,FALSE,Background
CATSPER4_distal,-0.038572,0.4356,50,FALSE,FALSE,FALSE,Background
CEP85,-0.0705758064516129,0.4219,62,FALSE,FALSE,FALSE,Background
CEP85_distal,0.172885,0.379,20,FALSE,FALSE,FALSE,Background
CEP85_distal;SH3BGRL3_distal,0.0546169491525424,0.5763,177,FALSE,FALSE,FALSE,Background
CEP85_distal;SH3BGRL3,0.0737407407407407,0.5335,54,FALSE,FALSE,FALSE,Background
SH3BGRL3_distal;UBXN11_distal,-0.0241583815028902,0.5353,173,FALSE,FALSE,FALSE,Background
UBXN11,0.0321978260869565,0.6411,92,FALSE,FALSE,FALSE,Background
SLC30A2_distal;EXTL1_distal,-0.0240411764705882,0.2836,17,FALSE,FALSE,FALSE,Background
UBXN11;CD52,-0.0515,0.4748,61,FALSE,FALSE,FALSE,Background
CRYBG2_distal,-0.060530612244898,0.4835,98,FALSE,FALSE,FALSE,Background
ZNF683_distal,-0.0489709090909091,0.584,55,FALSE,FALSE,FALSE,Background
PAQR7,0.18015,0.2116,2,FALSE,FALSE,FALSE,Background
RPS6KA1_distal,0.0782593406593407,0.6948,182,FALSE,FALSE,FALSE,Background
RPS6KA1,-0.029788785046729,0.7607,107,FALSE,FALSE,FALSE,Background
ARID1A_distal,0.0333492795389049,0.7056,347,FALSE,FALSE,FALSE,Background
PIGV_distal,-0.122335294117647,0.4017,68,FALSE,FALSE,FALSE,Background
KDF1,-0.165572307692308,0.4644,65,FALSE,FALSE,FALSE,Background
HMGN2_distal,-0.13406,0.4651,65,FALSE,FALSE,FALSE,Background
NUDC_distal,0.198072580645161,0.5703,62,FALSE,FALSE,FALSE,Background
TRNP1_distal,0.175084615384615,0.7669,182,FALSE,FALSE,FALSE,Background
TENT5B,0.147295348837209,0.7756,86,FALSE,FALSE,FALSE,Background
TENT5B_distal,0.19996962962963,0.5285,135,FALSE,FALSE,FALSE,Background
SLC9A1_distal,0.182797932330827,0.7192,532,FALSE,FALSE,FALSE,Background
ZDHHC18_distal,0.0224138888888889,0.5168,144,FALSE,FALSE,FALSE,Background
AL590640.1;WDTC1,-0.177277049180328,0.3619,61,FALSE,FALSE,FALSE,Background
CRYBG2,-0.165789743589744,0.3165,39,FALSE,FALSE,FALSE,Background
ZNF683,-0.0825541666666667,0.4641,48,FALSE,FALSE,FALSE,Background
LIN28A_distal,-0.131479166666667,0.3513,24,FALSE,FALSE,FALSE,Background
ARID1A;AL512408.1_distal,-0.0660833333333333,0.3024,24,FALSE,FALSE,FALSE,Background
PIGV,-0.0922301886792453,0.4401,53,TRUE,FALSE,FALSE,Other DEG
ZDHHC18,-0.154345283018868,0.3851,53,FALSE,FALSE,FALSE,Background
GPATCH3_distal;GPN2,-0.1775,0.296,14,FALSE,FALSE,FALSE,Background
NUDC,-0.22395945945946,0.2885,37,TRUE,FALSE,FALSE,Other DEG
WDTC1_distal,0.126222105263158,0.5185,95,FALSE,FALSE,FALSE,Background
WDTC1_distal;TMEM222_distal,0.173683333333333,0.281,6,FALSE,FALSE,FALSE,Background
ARID1A,-0.161232142857143,0.3336,28,TRUE,FALSE,FALSE,Other DEG
SFN_distal,-0.248739130434783,0.2551,23,FALSE,FALSE,FALSE,Background
KDF1_distal,0.2898625,0.3074,8,FALSE,FALSE,FALSE,Background
SYTL1,-0.169371153846154,0.585,156,TRUE,FALSE,FALSE,Other DEG
MAP3K6_distal,-0.2198375,0.3807,80,FALSE,FALSE,FALSE,Background
MAP3K6_distal;FCN3_distal,0.216557317073171,0.5714,82,FALSE,FALSE,FALSE,Background
GPR3_distal,-0.1205875,0.3016,32,FALSE,FALSE,FALSE,Background
GPR3_distal;WASF2_distal,-0.135475438596491,0.4296,57,FALSE,FALSE,FALSE,Background
WASF2_distal;FO393419.2_distal,0.206541176470588,0.6512,102,FALSE,FALSE,FALSE,Background
AHDC1_distal;BX293535.1_distal,0.171809090909091,0.5879,121,FALSE,FALSE,FALSE,Background
SYTL1_distal,-0.23344375,0.2953,16,FALSE,FALSE,FALSE,Background
MAP3K6,-0.2764,-0.2626,4,FALSE,FALSE,FALSE,Background
GPR3,-0.184366666666667,0.2411,6,FALSE,FALSE,FALSE,Background
FO393419.2_distal;WASF2_distal,-0.1095,0.3466,32,FALSE,FALSE,FALSE,Background
WASF2_distal,0.177383333333333,0.4543,24,FALSE,FALSE,FALSE,Background
WASF2,0.17351282051282,0.6003,78,TRUE,FALSE,FALSE,Other DEG
BX293535.1_distal,-0.108657281553398,0.553,309,FALSE,FALSE,FALSE,Background
AHDC1_distal,-0.237169620253165,0.3477,79,FALSE,FALSE,FALSE,Background
AHDC1,-0.181989130434783,0.3928,92,FALSE,FALSE,FALSE,Background
FGR_distal,0.0649126984126984,0.75,189,FALSE,FALSE,FALSE,Background
FGR,0.24909094488189,0.7921,254,FALSE,FALSE,FALSE,Background
LINC02574_distal,0.222210256410256,0.629,78,FALSE,FALSE,FALSE,Background
AL445490.1_distal;IFI6_distal,0.21355,0.4776,54,FALSE,FALSE,FALSE,Background
AL445490.1;IFI6_distal,-0.20346,0.3545,35,FALSE,FALSE,FALSE,Background
STX12,0.13853164556962,0.6465,79,FALSE,FALSE,FALSE,Background
LINC02574,-0.218572727272727,0.3485,33,FALSE,FALSE,FALSE,Background
STX12_distal;AL020997.2_distal,0.200038317757009,0.5145,107,FALSE,FALSE,FALSE,Background
AL020997.2_distal;STX12_distal,0.192446808510638,0.4438,47,FALSE,FALSE,FALSE,Background
THEMIS2_distal,0.182718927444795,0.7932,317,FALSE,FALSE,FALSE,Background
RPA2_distal,0.175244927536232,0.7011,69,FALSE,FALSE,FALSE,Background
SMPDL3B_distal,0.14587037037037,0.5076,54,FALSE,FALSE,FALSE,Background
TMEM222,-0.187604,0.2449,25,FALSE,FALSE,FALSE,Background
SMPDL3B_distal;AL512288.1_distal,0.171867213114754,0.6626,61,FALSE,FALSE,FALSE,Background
AL512288.1;XKR8_distal,-0.119862222222222,0.4777,45,FALSE,FALSE,FALSE,Background
THEMIS2_distal;RPA2_distal,0.088,0.3927,14,FALSE,FALSE,FALSE,Background
EYA3_distal;AL512288.1_distal,0.16112,0.5855,45,FALSE,FALSE,FALSE,Background
AL512288.1_distal;EYA3_distal,-0.0428375,0.421,24,FALSE,FALSE,FALSE,Background
EYA3_distal,0.122237922077922,0.7191,385,FALSE,FALSE,FALSE,Background
PTAFR_distal,0.0517439086294416,0.6995,394,FALSE,FALSE,FALSE,Background
PTAFR,0.0209350649350649,0.5726,77,FALSE,FALSE,FALSE,Background
ATP5IF1_distal;AL353622.2,-0.0395896551724138,0.5958,29,FALSE,FALSE,FALSE,Background
AL353622.2_distal,0.1112,0.3152,14,FALSE,FALSE,FALSE,Background
SESN2_distal,0.052322641509434,0.4249,53,FALSE,FALSE,FALSE,Background
MED18_distal,-0.0245295081967213,0.4519,61,FALSE,FALSE,FALSE,Background
PHACTR4_distal,0.0709230769230769,0.3742,13,FALSE,FALSE,FALSE,Background
SNHG3;RCC1,0.07055,0.4573,10,FALSE,FALSE,FALSE,Background
TRNAU1AP,-0.0105714285714286,0.4388,7,TRUE,FALSE,FALSE,Other DEG
SESN2,0.148488235294118,0.3981,17,FALSE,FALSE,FALSE,Background
PHACTR4,0.05256,0.2959,5,FALSE,FALSE,FALSE,Background
RAB42_distal,0.0235428571428571,0.3087,7,FALSE,FALSE,FALSE,Background
ATP5IF1,-0.00641199999999999,0.4636,25,TRUE,FALSE,FALSE,Other DEG
ATP5IF1_distal;AL353622.1_distal,0.34455,0.3751,2,FALSE,FALSE,FALSE,Background
RCC1,0.288,0.288,1,FALSE,FALSE,FALSE,Background
SNHG12,-0.00110999999999999,0.3678,10,FALSE,FALSE,FALSE,Background
LINC01715;TAF12,0.3105,0.3105,1,FALSE,FALSE,FALSE,Background
GMEB1,0.1715,0.3532,5,FALSE,FALSE,FALSE,Background
YTHDF2_distal;GMEB1_distal,-0.0583,0.3651,7,FALSE,FALSE,FALSE,Background
YTHDF2,0.066425,0.4738,8,TRUE,FALSE,FALSE,Other DEG
YTHDF2_distal,-0.04005,0.2477,2,FALSE,FALSE,FALSE,Background
OPRD1_distal,0.32,0.32,1,FALSE,FALSE,FALSE,Background
AL009181.1_distal,-0.0407285714285714,0.3528,7,FALSE,FALSE,FALSE,Background
EPB41_distal,0.0553142857142857,0.4111,7,FALSE,FALSE,FALSE,Background
LINC01648_distal,0.210911111111111,0.4414,18,FALSE,FALSE,FALSE,Background
AL137076.1_distal,0.122242307692308,0.4599,26,FALSE,FALSE,FALSE,Background
AL137857.1,0.4158625,0.5227,8,FALSE,FALSE,FALSE,Background
AL137857.1_distal;LAPTM5_distal,-0.304141860465116,0.5056,43,FALSE,FALSE,FALSE,Background
LAPTM5_distal,0.105740609137056,0.7934,197,FALSE,FALSE,FALSE,Background
LINC01778,0.250502777777778,0.696,72,FALSE,FALSE,FALSE,Background
LINC01778_distal,0.242523255813954,0.4823,43,FALSE,FALSE,FALSE,Background
SDC3_distal,0.160248,0.6369,125,FALSE,FALSE,FALSE,Background
PUM1_distal,0.138970093457944,0.5167,107,FALSE,FALSE,FALSE,Background
NKAIN1_distal,0.153292156862745,0.5255,51,FALSE,FALSE,FALSE,Background
LINC01226,0.392683333333333,0.6823,6,FALSE,FALSE,FALSE,Background
LINC01226_distal,-0.0871088235294117,0.7491,272,FALSE,FALSE,FALSE,Background
SERINC2_distal,0.115364864864865,0.7236,37,FALSE,FALSE,FALSE,Background
COL16A1_distal,0.189341666666667,0.345,12,FALSE,FALSE,FALSE,Background
PUM1_distal;SDC3_distal,0.143370588235294,0.487,34,FALSE,FALSE,FALSE,Background
AL354919.1_distal,0.105455357142857,0.6688,56,FALSE,FALSE,FALSE,Background
HCRTR1_distal,-0.119198630136986,0.6483,73,FALSE,FALSE,FALSE,Background
PEF1_distal;AC114488.2_distal,-0.04225,0.4996,44,FALSE,FALSE,FALSE,Background
ADGRB2_distal,0.1047216,0.6054,125,FALSE,FALSE,FALSE,Background
ADGRB2,0.0850842105263158,0.5164,57,FALSE,FALSE,FALSE,Background
AL354919.2,-0.073922641509434,0.5313,53,FALSE,FALSE,FALSE,Background
SPOCD1_distal,0.0684595238095238,0.5924,84,FALSE,FALSE,FALSE,Background
AL136115.2_distal;PTP4A2_distal,-0.105090654205608,0.5307,107,FALSE,FALSE,FALSE,Background
PTP4A2_distal,-0.070848401826484,0.6299,219,FALSE,FALSE,FALSE,Background
AL136115.3_distal,0.107355,0.4599,60,FALSE,FALSE,FALSE,Background
AL136115.2_distal;AL354919.1_distal,0.0706911111111111,0.4268,45,FALSE,FALSE,FALSE,Background
COL16A1,0.309342857142857,0.4698,7,FALSE,FALSE,FALSE,Background
KHDRBS1_distal,-0.110885365853659,0.4929,41,FALSE,FALSE,FALSE,Background
TMEM39B_distal,-0.0212957446808511,0.5332,47,FALSE,FALSE,FALSE,Background
TMEM39B_distal;AL445248.1_distal,-0.0396360824742268,0.6526,97,FALSE,FALSE,FALSE,Background
SNRNP40;ZCCHC17,0.00328333333333332,0.282,6,FALSE,FALSE,FALSE,Background
TINAGL1_distal,0.00714117647058823,0.3239,34,FALSE,FALSE,FALSE,Background
PTP4A2_distal;AL136115.2_distal,0.0976173913043478,0.3961,23,FALSE,FALSE,FALSE,Background
AL136115.2;PTP4A2_distal,0.1038,0.3638,9,FALSE,FALSE,FALSE,Background
AL136115.1_distal;PTP4A2_distal,0.0720052631578948,0.4309,19,FALSE,FALSE,FALSE,Background
PTP4A2,-0.03065,0.2925,18,TRUE,FALSE,FALSE,Other DEG
KHDRBS1,0.0785727272727273,0.4622,44,FALSE,FALSE,FALSE,Background
TMEM39B;AL445248.1,0.0398148148148149,0.5481,54,FALSE,FALSE,FALSE,Background
KPNA6,0.0983812499999999,0.5445,48,FALSE,FALSE,FALSE,Background
KPNA6_distal,0.214064705882353,0.6061,34,FALSE,FALSE,FALSE,Background
CCDC28B,0.0431243902439024,0.4272,41,FALSE,FALSE,FALSE,Background
CCDC28B_distal,0.0705,0.5426,51,FALSE,FALSE,FALSE,Background
AL049795.1_distal;CCDC28B_distal;IQCC,0.103016666666667,0.4178,18,FALSE,FALSE,FALSE,Background
FAM167B_distal,0.0374484848484849,0.4501,66,FALSE,FALSE,FALSE,Background
LCK,0.0146178899082568,0.7464,218,FALSE,FALSE,FALSE,Background
LCK_distal,0.0291610169491526,0.5722,177,FALSE,FALSE,FALSE,Background
AL354919.2_distal,0.298,0.713,15,FALSE,FALSE,FALSE,Background
HDAC1_distal;MARCKSL1_distal,0.0471957746478873,0.6353,71,FALSE,FALSE,FALSE,Background
ZBTB8OS_distal,0.14334367816092,0.5744,87,FALSE,FALSE,FALSE,Background
MARCKSL1,-0.119831578947368,0.4449,57,FALSE,FALSE,FALSE,Background
MARCKSL1_distal,0.0367222222222222,0.6824,126,FALSE,FALSE,FALSE,Background
YARS_distal,-0.00247777777777777,0.5726,36,FALSE,FALSE,FALSE,Background
SYNC_distal,0.142694285714286,0.4731,35,FALSE,FALSE,FALSE,Background
AC114489.1,0.24745,0.2935,8,FALSE,FALSE,FALSE,Background
KIAA1522,-0.0696848484848485,0.3503,33,FALSE,FALSE,FALSE,Background
RNF19B_distal;AL031602.2_distal,0.210057142857143,0.5685,35,FALSE,FALSE,FALSE,Background
AL109945.1,-0.105406666666667,0.2942,15,FALSE,FALSE,FALSE,Background
AL020995.1_distal,0.161343661971831,0.6543,71,FALSE,FALSE,FALSE,Background
AL020995.1_distal;AK2_distal,0.101809523809524,0.3693,21,FALSE,FALSE,FALSE,Background
AK2_distal,0.0960865671641791,0.6119,67,FALSE,FALSE,FALSE,Background
AZIN2,-0.055478947368421,0.4807,19,FALSE,FALSE,FALSE,Background
ZBTB8B_distal,0.183745454545454,0.4545,33,FALSE,FALSE,FALSE,Background
ZBTB8A_distal,0.20231875,0.3342,16,FALSE,FALSE,FALSE,Background
AK2_distal;AL020995.1_distal,0.145844444444444,0.452,18,FALSE,FALSE,FALSE,Background
AZIN2_distal,-0.1409,0.462,30,FALSE,FALSE,FALSE,Background
ZNF362_distal,-0.215466666666667,0.3132,9,FALSE,FALSE,FALSE,Background
ZNF362,-0.29038,0.2669,10,FALSE,FALSE,FALSE,Background
A3GALT2_distal;PHC2_distal,0.348225,0.4751,12,FALSE,FALSE,FALSE,Background
PHC2_distal,0.336646153846154,0.6624,13,FALSE,FALSE,FALSE,Background
ZSCAN20_distal,0.269375,0.4443,4,FALSE,FALSE,FALSE,Background
SMIM12_distal;AL122010.1_distal,-0.0267272727272727,0.3273,11,FALSE,FALSE,FALSE,Background
DLGAP3_distal;SMIM12_distal,-0.100413636363636,0.348,22,FALSE,FALSE,FALSE,Background
DLGAP3_distal,0.1132,0.3531,26,FALSE,FALSE,FALSE,Background
TMEM35B,-0.124012307692308,0.4205,65,FALSE,FALSE,FALSE,Background
ZMYM6;ZMYM1,-0.166658620689655,0.3989,29,FALSE,FALSE,FALSE,Background
AL590434.1_distal,0.2165,0.4535,34,FALSE,FALSE,FALSE,Background
ZMYM4_distal,0.145255102040816,0.4792,49,FALSE,FALSE,FALSE,Background
ZMYM4_distal;ZMYM4-AS1_distal,0.202496842105263,0.6759,95,FALSE,FALSE,FALSE,Background
KIAA0319L_distal;ZMYM4_distal,0.1857,0.4896,48,FALSE,FALSE,FALSE,Background
KIAA0319L_distal,0.0358301158301158,0.5414,259,FALSE,FALSE,FALSE,Background
KIAA0319L,0.228351162790698,0.525,43,FALSE,FALSE,FALSE,Background
ZMYM1_distal,0.14966875,0.3077,16,FALSE,FALSE,FALSE,Background
ZMYM1,-0.188491666666667,0.2497,12,FALSE,FALSE,FALSE,Background
SFPQ_distal,-0.2262,0.3121,17,FALSE,FALSE,FALSE,Background
SFPQ,-0.257566666666667,-0.2283,6,TRUE,FALSE,FALSE,Other DEG
PSMB2,-0.211433333333333,0.2641,15,TRUE,FALSE,FALSE,Other DEG
C1orf216_distal,-0.181032352941177,0.3427,34,FALSE,FALSE,FALSE,Background
CLSPN,-0.170765517241379,0.2968,29,FALSE,FALSE,FALSE,Background
AGO4_distal,0.237553012048193,0.7854,166,FALSE,FALSE,FALSE,Background
AGO1_distal;AGO4_distal,0.251696875,0.472,32,FALSE,FALSE,FALSE,Background
AGO1_distal,0.1985,0.5998,162,FALSE,FALSE,FALSE,Background
TEKT2_distal;AGO3_distal,0.259495744680851,0.4315,47,FALSE,FALSE,FALSE,Background
COL8A2_distal,0.166621088435374,0.5908,147,FALSE,FALSE,FALSE,Background
AGO1,-0.0186639344262295,0.4773,61,FALSE,FALSE,FALSE,Background
AGO3,-0.250679310344828,0.3128,29,FALSE,FALSE,FALSE,Background
