trained_immunity_score,condition,cell_type
-0.123723352810365,unin_hto,Alveolar_Macrophage
0.170699054286351,unin_hto,Interstitial_Macrophage
-0.0605739974647721,unin_hto,Interstitial_Macrophage
0.107368771009415,unin_hto,Alveolar_Macrophage
-0.0541102744145911,unin_hto,Interstitial_Macrophage
0.0391261456115396,unin_hto,Interstitial_Macrophage
0.27309855980817,unin_hto,Alveolar_Macrophage
-0.0440066460510363,unin_hto,Interstitial_Macrophage
0.158609751204726,unin_hto,Alveolar_Macrophage
-0.130388399338118,unin_hto,Interstitial_Macrophage
0.232235989697966,unin_hto,Alveolar_Macrophage
0.0535786880589623,unin_hto,Alveolar_Macrophage
0.372208861051463,unin_hto,Interstitial_Macrophage
0.112690052865285,unin_hto,Interstitial_Macrophage
0.195547925770271,unin_hto,Alveolar_Macrophage
0.245006465660028,unin_hto,Interstitial_Macrophage
0.174293013747986,unin_hto,Interstitial_Macrophage
0.00745649865003931,unin_hto,Interstitial_Macrophage
0.0664737376450964,unin_hto,Interstitial_Macrophage
0.189583600668816,unin_hto,Interstitial_Macrophage
0.0403148629378244,unin_hto,Interstitial_Macrophage
-0.100810913869067,unin_hto,Alveolar_Macrophage
0.271816733447134,unin_hto,Interstitial_Macrophage
0.0919163257241943,unin_hto,Alveolar_Macrophage
0.0377109436539759,unin_hto,Alveolar_Macrophage
0.254634073321602,unin_hto,Interstitial_Macrophage
0.0473042836334048,unin_hto,Alveolar_Macrophage
0.050974313915077,unin_hto,Interstitial_Macrophage
0.233367203530406,unin_hto,Interstitial_Macrophage
-0.0631233682866722,unin_hto,Alveolar_Macrophage
-0.0515648035830063,unin_hto,Interstitial_Macrophage
0.0544755375400183,unin_hto,Interstitial_Macrophage
-0.063415830760579,unin_hto,Interstitial_Macrophage
0.279616001202265,unin_hto,Alveolar_Macrophage
0.0251104239756754,unin_hto,Interstitial_Macrophage
-0.0428719706702792,unin_hto,Alveolar_Macrophage
-0.0746071441922571,unin_hto,Alveolar_Macrophage
0.0746026737964275,unin_hto,Interstitial_Macrophage
-0.0359604626473701,unin_hto,Alveolar_Macrophage
0.0637086627520739,unin_hto,Alveolar_Macrophage
0.000376429513400278,unin_hto,Interstitial_Macrophage
0.0105867043438417,unin_hto,Interstitial_Macrophage
0.231376677651802,unin_hto,Interstitial_Macrophage
0.216044109726748,unin_hto,Interstitial_Macrophage
0.128508974103756,unin_hto,Interstitial_Macrophage
0.0124073995794165,unin_hto,Alveolar_Macrophage
-0.00464631531746004,unin_hto,Alveolar_Macrophage
0.281939044795434,unin_hto,Interstitial_Macrophage
0.0769134334765472,unin_hto,Interstitial_Macrophage
0.0263819976311805,unin_hto,Interstitial_Macrophage
-0.148731008219381,unin_hto,Interstitial_Macrophage
0.00541943361313446,unin_hto,Interstitial_Macrophage
-0.0829423698120436,unin_hto,Alveolar_Macrophage
0.111154337293966,unin_hto,Interstitial_Macrophage
0.0920196799012944,unin_hto,Interstitial_Macrophage
0.300651286588278,unin_hto,Alveolar_Macrophage
0.335846393396989,unin_hto,Interstitial_Macrophage
0.283254205143957,unin_hto,Interstitial_Macrophage
0.0631699689497757,unin_hto,Monocyte
