p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,cell_type,comparison
0.489068625436402,-1.12965100992264,0,0.125,1,NDUFAF8,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.29445758342145,0,0.125,1,DCXR,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.685858245334606,0,0.125,1,WDR45B,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.835553476132153,0,0.125,1,THOC1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.47431242865218,0,0.125,1,IMPA2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.4357448061296,0,0.125,1,SS18,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.25525069671478,0,0.125,1,BCL2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.89262844485139,0,0.125,1,PSMF1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.24750293697045,0,0.125,1,ATRN,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.54176595107297,0,0.125,1,PANK2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.54880955160127,0,0.125,1,PCNA,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.978540363636164,0,0.125,1,DTD1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.27232969508324,0,0.125,1,RAB5IF,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-2.00527182092263,0,0.125,1,MAFB,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.993271914629792,0,0.125,1,CHD6,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.832243731429338,0,0.125,1,TTPAL,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.84566918601159,0,0.125,1,TP53RK,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.23498478014932,0,0.125,1,ZMYND8,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.02177939855309,0,0.125,1,ADNP,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.13768626082183,0,0.125,1,ZNF217,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.57683213512055,0,0.125,1,RAE1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.912837900969809,0,0.125,1,OGFR,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.74580943220493,0,0.125,1,GID8,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.18755065628649,0,0.125,1,R3HDM4,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.44845150092012,0,0.125,1,MIDN,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.949392485625199,0,0.125,1,PWWP3A,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.82754153317373,0,0.125,1,PLEKHJ1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.74568921535218,0,0.125,1,GADD45B,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-2.03058041356038,0,0.125,1,MCEMP1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.34267051120525,0,0.125,1,ELAVL1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.18772726159269,0,0.125,1,MARCH2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.01799666314146,0,0.125,1,FBXL12,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.24904093041725,0,0.125,1,SHFL,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.70358892047705,0,0.125,1,P2RY11,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.865004517842941,0,0.125,1,PRKACA,Dendritic_cell,unin_hto_vs_unin3
